energy_function,model_name,energy,time,lr,clamp_grads,patience,min_delta,x0_std
Energy_LJ_2scale,LJ_loop_n400_d3,0.0957537367939949,35.2453989982605,0.001,0.01,20,1e-06,1.2037025690078735
Energy_LJ_2scale,CG_LJ_loop_n400_d3,0.5124523639678955,23.81792664527893,0.02,0.01,20,1e-08,0.8925977349281311
Energy_LJ_2scale,GNN_Bond_LJ0.33_n400_d3,0.7586985230445862,29.23439049720764,0.02,0.01,20,1e-07,0.9210833311080933
