energy_function,model_name,energy,time,lr,clamp_grads,patience,min_delta,x0_std
Energy_LJ_2scale,LJ_loop_n400_d3,0.02125156670808792,36.18180847167969,0.001,0.01,20,1e-06,1.2082794904708862
Energy_LJ_2scale,CG_LJ_loop_n400_d3,0.4031301438808441,31.80748677253723,0.02,0.01,20,1e-08,0.9357908964157104
Energy_LJ_2scale,GNN_Bond_LJ0.33_n400_d3,0.7269676923751831,19.592785358428955,0.02,0.01,20,1e-07,0.9436285495758057
