energy_function,model_name,energy,time,lr,clamp_grads,patience,min_delta,x0_std
Energy_LJ_2scale,LJ_loop_n400_d3,0.0026756213046610355,10.883522272109985,0.001,0.01,20,1e-06,1.2082585096359253
Energy_LJ_2scale,LJ_loop_n400_d3,0.11011918634176254,7.35927939414978,0.001,0.01,20,1e-06,1.2248681783676147
Energy_LJ_2scale,LJ_loop_n400_d3,0.10472017526626587,10.850147247314453,0.001,0.01,20,1e-06,1.1763379573822021
Energy_LJ_2scale,LJ_loop_n400_d3,0.29954954981803894,17.899404048919678,0.001,0.01,20,1e-06,1.2242401838302612
Energy_LJ_2scale,LJ_loop_n400_d3,0.015466354787349701,14.324492454528809,0.001,0.01,20,1e-06,1.2129063606262207
Energy_LJ_2scale,LJ_loop_n400_d3,0.10068235546350479,14.339905738830566,0.001,0.01,20,1e-06,1.2277077436447144
