energy_function,model_name,energy,time,lr,clamp_grads,patience,min_delta,x0_std
Energy_LJ_2scale,LJ_loop_n400_d3,0.0061963945627212524,32.418293476104736,0.001,0.01,20,1e-06,1.2474665641784668
Energy_LJ_2scale,CG_LJ_loop_n400_d3,0.19148457050323486,18.19658637046814,0.02,0.01,20,1e-08,0.9275768995285034
Energy_LJ_2scale,GNN_Bond_LJ0.33_n400_d3,0.504524290561676,29.13007879257202,0.02,0.01,20,1e-07,0.8923865556716919
